user_id,gender,age,occupation_id,cp,occupation
2942,F,50,1,93103,academic/educator
2943,M,35,12,95864,programmer
2944,F,18,4,48104,college/grad student
2945,F,35,17,89507,technician/engineer
2946,M,35,16,92630,self-employed
2947,F,25,0,02138,other or not specified
2948,M,18,14,48185,sales/marketing
2949,M,25,17,98033,technician/engineer
2950,M,18,0,72761,other or not specified
2951,F,35,14,94303,sales/marketing
2952,M,25,4,06511,college/grad student
2953,M,25,20,23225,writer
2954,M,18,2,11435,artist
2955,M,35,14,92025,sales/marketing
2956,M,25,12,50265,programmer
2957,M,18,4,48104,college/grad student
2958,M,25,7,91911,executive/managerial
2959,M,35,17,06074,technician/engineer
2960,M,18,4,48104,college/grad student
2961,M,50,17,91977,technician/engineer
2962,M,35,3,94109,clerical/admin
2963,F,18,4,48104,college/grad student
2964,M,25,17,07030,technician/engineer
2965,F,35,4,48103,college/grad student
2966,F,25,4,48104,college/grad student
2967,M,25,0,94110,other or not specified
2968,F,18,0,48104,other or not specified
2969,M,25,7,06851,executive/managerial
2970,M,18,4,48104,college/grad student
2971,M,25,4,48104,college/grad student
2972,M,25,4,97330,college/grad student
2973,F,18,4,48108,college/grad student
2974,M,18,4,48105,college/grad student
2975,M,35,11,20879,lawyer
2976,M,18,20,86001,writer
2977,F,18,4,48104,college/grad student
2978,M,35,20,45236,writer
2979,M,35,2,45243,artist
2980,M,45,7,91766,executive/managerial
2981,M,45,6,52556,doctor/health care
2982,M,25,4,54902,college/grad student
2983,M,18,4,97850,college/grad student
2984,M,25,4,48105,college/grad student
2985,M,18,4,97333,college/grad student
2986,M,25,4,24060,college/grad student
2987,M,18,4,15213,college/grad student
2988,F,18,6,92122,doctor/health care
2989,M,35,12,97330,programmer
2990,M,35,12,45243,programmer
2991,M,50,1,48105,academic/educator
2992,M,18,4,14853,college/grad student
2993,M,18,19,12133,unemployed
2994,M,35,5,95008,customer service
2995,M,25,15,97333,scientist
2996,M,18,0,63011,other or not specified
2997,F,35,16,45238,self-employed
2998,F,25,1,45241,academic/educator
2999,M,25,7,33813,executive/managerial
3000,M,25,4,55408,college/grad student
3001,M,18,4,94704,college/grad student
3002,M,45,11,90028,lawyer
3003,M,18,15,94606,scientist
3004,F,18,4,02138,college/grad student
3005,M,25,17,94133,technician/engineer
3006,M,18,4,45750,college/grad student
3007,M,35,0,33174,other or not specified
3008,M,18,4,94403,college/grad student
3009,F,35,3,55112,clerical/admin
3010,M,25,12,78759,programmer
3011,M,25,1,10003,academic/educator
3012,M,25,12,78660,programmer
3013,M,45,17,97124,technician/engineer
3014,M,35,7,06430,executive/managerial
3015,M,56,6,62707,doctor/health care
3016,M,18,12,78759,programmer
3017,F,35,9,85255,homemaker
3018,M,35,0,45242,other or not specified
3019,M,50,12,97330,programmer
3020,F,35,7,60302,executive/managerial
3021,F,45,15,78750,scientist
3022,M,25,17,78730,technician/engineer
3023,F,25,7,92108,executive/managerial
3024,M,35,17,14302,technician/engineer
3025,F,35,0,90004,other or not specified
3026,F,18,4,45750,college/grad student
3027,M,18,4,85719,college/grad student
3028,M,1,10,12701,K-12 student
3029,M,18,4,92037,college/grad student
3030,M,35,1,48103,academic/educator
3031,M,18,4,48135,college/grad student
3032,M,25,0,47303,other or not specified
3033,M,18,4,02906,college/grad student
3034,F,18,1,33143,academic/educator
3035,F,25,7,90230,executive/managerial
3036,M,56,13,14843,retired
3037,F,25,2,97333,artist
3038,F,35,2,97401,artist
3039,F,50,3,33611,clerical/admin
3040,M,25,8,22046,farmer
3041,M,25,4,97333,college/grad student
3042,M,56,1,49042,academic/educator
3043,M,18,2,90069,artist
3044,M,35,16,77301,self-employed
3045,M,45,1,90631,academic/educator
3046,M,1,4,46311,college/grad student
3047,F,25,4,94117,college/grad student
3048,M,18,2,02066,artist
3049,F,50,0,02421,other or not specified
3050,M,35,12,94025,programmer
3051,M,18,17,94063,technician/engineer
3052,M,35,12,10036,programmer
3053,F,25,3,55102,clerical/admin
3054,M,18,4,44056,college/grad student
3055,F,25,3,98501,clerical/admin
3056,M,25,18,10309,tradesman/craftsman
3057,F,25,12,55438,programmer
3058,M,18,12,55123,programmer
3059,M,35,0,75023,other or not specified
3060,F,35,1,92705,academic/educator
3061,M,45,2,29440,artist
3062,M,18,4,03106,college/grad student
3063,M,18,4,03106,college/grad student
3064,M,35,17,90026,technician/engineer
3065,F,18,4,48135,college/grad student
3066,M,18,4,61801,college/grad student
3067,F,25,0,02148,other or not specified
3068,F,35,9,66204,homemaker
3069,M,18,4,97470,college/grad student
3070,F,18,4,10708,college/grad student
3071,M,25,1,02115,academic/educator
3072,M,50,1,55126,academic/educator
3073,M,25,0,90028,other or not specified
3074,M,25,0,23451,other or not specified
3075,F,25,11,06107,lawyer
3076,M,35,17,30024,technician/engineer
3077,M,18,4,43202,college/grad student
3078,F,35,1,02155,academic/educator
3079,F,25,1,55410,academic/educator
3080,M,25,20,55410,writer
3081,M,25,7,77252,executive/managerial
3082,F,35,6,45459,doctor/health care
3083,F,50,0,97403,other or not specified
3084,M,25,16,01581,self-employed
3085,M,25,4,78703,college/grad student
3086,M,18,12,98105,programmer
3087,F,1,1,90802,academic/educator
3088,F,25,4,87110,college/grad student
3089,M,45,16,93448,self-employed
3090,M,25,2,90004,artist
3091,F,25,0,19107,other or not specified
3092,M,35,15,98108,scientist
3093,F,45,20,89134,writer
3094,M,35,0,30030,other or not specified
3095,F,25,3,06810,clerical/admin
3096,F,45,3,38028,clerical/admin
3097,F,25,5,10021,customer service
3098,M,25,4,55112,college/grad student
3099,M,25,17,20910,technician/engineer
3100,F,25,6,91423,doctor/health care
3101,M,18,15,91101,scientist
3102,M,25,12,34170,programmer
3103,M,25,20,64112,writer
3104,M,18,17,02118,technician/engineer
3105,M,35,12,98166,programmer
3106,M,25,0,33142,other or not specified
3107,M,25,17,92656,technician/engineer
3108,M,50,6,22039,doctor/health care
3109,F,25,11,43201,lawyer
3110,M,25,0,10002,other or not specified
3111,M,18,4,56520,college/grad student
3112,M,18,12,98133,programmer
3113,M,25,10,55414,K-12 student
3114,M,18,5,65211,customer service
3115,M,35,17,48323,technician/engineer
3116,M,25,12,98034,programmer
3117,M,35,0,83704,other or not specified
3118,M,25,0,77025,other or not specified
3119,M,45,1,37027,academic/educator
3120,M,18,4,55414,college/grad student
3121,M,25,2,32118,artist
3122,F,25,7,22209,executive/managerial
3123,M,25,2,90401,artist
3124,M,25,12,30337,programmer
3125,M,25,7,10025,executive/managerial
3126,M,25,2,32118,artist
3127,F,25,0,10003,other or not specified
3128,M,18,2,10012,artist
3129,M,25,7,21117,executive/managerial
3130,M,25,7,32835,executive/managerial
3131,F,25,2,90036,artist
3132,M,35,7,98467,executive/managerial
3133,M,18,4,33720,college/grad student
3134,M,18,4,55455,college/grad student
3135,M,25,15,12345,scientist
3136,F,25,4,72801,college/grad student
3137,M,25,11,11217,lawyer
3138,M,35,17,46229,technician/engineer
3139,M,56,13,89128,retired
3140,F,25,4,78728,college/grad student
3141,M,25,14,81679,sales/marketing
3142,M,25,20,85719,writer
3143,F,50,16,90272,self-employed
3144,F,25,7,85260,executive/managerial
3145,M,18,4,02138,college/grad student
3146,M,25,0,31605,other or not specified
3147,M,25,14,49355,sales/marketing
3148,M,18,20,72837,writer
3149,M,18,4,92602,college/grad student
3150,F,25,3,92831,clerical/admin
3151,F,25,0,92870,other or not specified
3152,M,18,4,61801,college/grad student
3153,F,25,4,73160,college/grad student
3154,F,25,4,95616,college/grad student
3155,M,25,7,55112,executive/managerial
3156,M,35,7,07663,executive/managerial
3157,M,25,12,92880,programmer
3158,M,25,15,15217,scientist
3159,F,25,15,15213,scientist
3160,M,25,17,77521,technician/engineer
3161,M,25,7,55408,executive/managerial
3162,M,25,1,08854-3115,academic/educator
3163,M,18,15,95616,scientist
3164,M,18,12,55118,programmer
3165,M,35,7,60611,executive/managerial
3166,M,18,4,32607,college/grad student
3167,M,25,2,77056,artist
3168,F,35,5,94546,customer service
3169,M,50,0,23518,other or not specified
3170,M,25,0,08461,other or not specified
3171,F,50,3,10128,clerical/admin
3172,M,18,12,55408,programmer
3173,M,25,12,55317,programmer
3174,F,18,14,10018,sales/marketing
3175,M,35,16,10014,self-employed
3176,M,25,17,95129,technician/engineer
3177,F,25,6,94132,doctor/health care
3178,F,35,5,44313,customer service
3179,F,18,20,02125,writer
3180,M,25,14,07430,sales/marketing
3181,M,25,12,07436,programmer
3182,M,25,12,12866,programmer
3183,M,50,7,60510,executive/managerial
3184,F,25,18,21214,tradesman/craftsman
3185,M,18,7,55337,executive/managerial
3186,M,50,1,92122,academic/educator
3187,M,35,12,32935,programmer
3188,M,56,13,55344,retired
3189,M,25,16,90292,self-employed
3190,M,1,17,97062,technician/engineer
3191,M,25,12,27707,programmer
3192,M,18,4,02912,college/grad student
3193,M,25,0,92019,other or not specified
3194,M,25,15,92648,scientist
3195,M,18,4,80228,college/grad student
3196,F,18,4,45219,college/grad student
3197,F,18,14,94110,sales/marketing
3198,M,25,12,94110,programmer
3199,M,18,0,57106,other or not specified
3200,F,25,1,98144,academic/educator
3201,M,45,7,35216,executive/managerial
3202,F,18,4,24060,college/grad student
3203,M,35,0,90254,other or not specified
3204,M,45,16,80304,self-employed
3205,F,35,16,80304,self-employed
3206,M,18,20,44089,writer
3207,M,35,7,60610,executive/managerial
3208,M,25,14,30342,sales/marketing
3209,M,25,0,21555,other or not specified
3210,F,45,0,02115,other or not specified
3211,M,50,16,20015,self-employed
3212,F,25,17,11215,technician/engineer
3213,F,25,1,83705,academic/educator
3214,F,56,7,10019,executive/managerial
3215,F,50,13,55447,retired
3216,M,35,1,54481,academic/educator
3217,F,35,0,92630,other or not specified
3218,M,56,6,48070,doctor/health care
3219,F,18,4,54302,college/grad student
3220,M,35,7,54016,executive/managerial
3221,M,25,0,19106,other or not specified
3222,M,35,7,10583,executive/managerial
3223,M,25,20,10014,writer
3224,F,25,14,93428,sales/marketing
3225,M,18,0,15237,other or not specified
3226,M,35,4,10027,college/grad student
3227,F,25,14,60657,sales/marketing
3228,M,25,14,05448,sales/marketing
3229,F,56,1,93105,academic/educator
3230,M,35,16,92630,self-employed
3231,M,25,7,55112,executive/managerial
3232,M,35,12,92821,programmer
3233,M,50,2,60660,artist
3234,F,1,0,90012,other or not specified
3235,M,18,4,87801,college/grad student
3236,M,18,15,87111,scientist
3237,M,35,7,05401,executive/managerial
3238,M,35,7,10069,executive/managerial
3239,F,25,12,07730,programmer
3240,M,18,4,55403,college/grad student
3241,F,50,0,20004,other or not specified
3242,M,50,13,94089,retired
3243,M,25,12,98117,programmer
3244,F,18,4,92647,college/grad student
3245,M,18,2,08820,artist
3246,F,35,1,85258,academic/educator
3247,M,35,15,92649,scientist
3248,F,25,7,94115,executive/managerial
3249,F,25,4,92648,college/grad student
3250,M,25,4,90069,college/grad student
3251,M,35,17,15330,technician/engineer
3252,M,50,0,76067,other or not specified
3253,F,35,4,26505,college/grad student
3254,F,35,6,95843,doctor/health care
3255,F,25,15,91902,scientist
3256,M,25,15,92111,scientist
3257,M,25,14,94105,sales/marketing
3258,M,45,6,02339,doctor/health care
3259,F,18,4,95616,college/grad student
3260,M,25,4,44514,college/grad student
3261,M,45,20,87505,writer
3262,M,25,14,55391,sales/marketing
3263,M,50,11,66048,lawyer
3264,F,25,1,94536,academic/educator
3265,M,25,15,53704,scientist
3266,F,25,4,95616,college/grad student
3267,M,25,4,78705,college/grad student
3268,M,25,12,04106,programmer
3269,F,18,20,45220,writer
3270,M,18,11,45220,lawyer
3271,F,35,0,92704,other or not specified
3272,M,35,0,08330,other or not specified
3273,M,35,7,11201,executive/managerial
3274,M,25,20,02062,writer
3275,M,35,7,10028,executive/managerial
3276,M,25,20,55391,writer
3277,M,25,17,94107,technician/engineer
3278,M,35,7,10014,executive/managerial
3279,M,45,15,92880,scientist
3280,M,25,7,33486,executive/managerial
3281,M,25,17,79705,technician/engineer
3282,M,45,3,20009,clerical/admin
3283,M,35,16,66208,self-employed
3284,M,25,6,48197,doctor/health care
3285,M,25,4,44706,college/grad student
3286,F,35,7,80013,executive/managerial
3287,M,56,13,27514-3540,retired
3288,M,25,14,94133,sales/marketing
3289,M,45,6,95695,doctor/health care
3290,M,25,14,90292,sales/marketing
3291,F,25,7,27516,executive/managerial
3292,F,50,6,79410,doctor/health care
3293,M,45,14,37343,sales/marketing
3294,M,18,4,78749,college/grad student
3295,M,18,18,92123,tradesman/craftsman
3296,M,18,14,90292,sales/marketing
3297,M,18,4,91325,college/grad student
3298,M,1,10,20876,K-12 student
3299,F,25,4,19119,college/grad student
3300,M,35,5,19119,customer service
3301,F,25,2,85719,artist
3302,M,25,17,74074,technician/engineer
3303,M,56,17,06405,technician/engineer
3304,F,45,5,92649,customer service
3305,M,56,20,94708,writer
3306,M,45,14,60045,sales/marketing
3307,M,50,6,90640,doctor/health care
3308,F,18,20,15701-1348,writer
3309,M,25,17,20707,technician/engineer
3310,M,45,14,12561,sales/marketing
3311,M,25,4,90039,college/grad student
3312,F,18,4,90039,college/grad student
3313,M,35,20,90292,writer
3314,M,25,7,06516,executive/managerial
3315,M,25,12,78731,programmer
3316,M,1,19,92557,unemployed
3317,M,25,4,78705,college/grad student
3318,M,56,13,30047,retired
3319,F,56,13,92308,retired
3320,M,25,1,56082,academic/educator
3321,M,35,1,95380,academic/educator
3322,F,18,4,68516,college/grad student
3323,M,35,14,11784,sales/marketing
3324,M,35,17,48083,technician/engineer
3325,F,35,14,39180,sales/marketing
3326,M,45,7,64138,executive/managerial
3327,M,18,12,91423,programmer
3328,M,56,19,91790-1161,unemployed
3329,M,50,18,72601,tradesman/craftsman
3330,F,35,1,47933,academic/educator
3331,F,25,7,06854,executive/managerial
3332,M,25,7,06854,executive/managerial
3333,M,18,16,29404-2205,self-employed
3334,M,35,0,09142,other or not specified
3335,M,25,0,10023,other or not specified
3336,M,35,17,93436,technician/engineer
3337,M,25,4,97214,college/grad student
3338,M,45,16,08053,self-employed
3339,M,25,17,44118,technician/engineer
3340,M,45,16,48097,self-employed
3341,M,25,20,91730,writer
3342,F,25,5,92705,customer service
3343,F,18,4,79912,college/grad student
3344,M,35,0,08902,other or not specified
3345,M,25,7,18655,executive/managerial
3346,M,35,7,54016,executive/managerial
3347,F,35,7,91362,executive/managerial
3348,M,45,16,94546,self-employed
3349,F,18,4,92054,college/grad student
3350,F,18,0,20815,other or not specified
3351,F,18,5,92870,customer service
3352,M,35,0,30533,other or not specified
3353,M,35,17,92688,technician/engineer
3354,M,25,7,18615,executive/managerial
3355,M,25,1,400060,academic/educator
3356,M,35,7,95031,executive/managerial
3357,M,25,18,64055,tradesman/craftsman
3358,F,25,1,91790,academic/educator
3359,M,25,20,22936,writer
3360,F,25,0,92646,other or not specified
3361,M,25,4,91790,college/grad student
3362,F,25,0,90212,other or not specified
3363,F,35,9,04046,homemaker
3364,M,56,13,17033,retired
3365,M,50,17,23059,technician/engineer
3366,M,35,14,08750,sales/marketing
3367,M,50,16,10025,self-employed
3368,M,25,14,55435,sales/marketing
3369,M,45,18,14701,tradesman/craftsman
3370,M,18,4,92833,college/grad student
3371,M,25,2,55405,artist
3372,M,56,13,55118,retired
3373,M,18,16,94709,self-employed
3374,M,35,5,64801,customer service
3375,M,25,4,89193,college/grad student
3376,M,35,16,10803,self-employed
3377,M,25,17,03570,technician/engineer
3378,M,18,4,48135,college/grad student
3379,M,35,1,20037,academic/educator
3380,M,50,0,20815,other or not specified
3381,M,25,0,96671,other or not specified
3382,F,1,10,55305,K-12 student
3383,M,56,16,03070,self-employed
3384,M,35,7,91304,executive/managerial
3385,F,25,9,32212,homemaker
3386,M,18,4,55414,college/grad student
3387,M,18,1,94706,academic/educator
3388,F,25,1,92646,academic/educator
3389,M,18,0,13603,other or not specified
3390,F,45,20,02476,writer
3391,M,18,4,48135,college/grad student
3392,M,50,6,08108,doctor/health care
3393,M,35,12,60563,programmer
3394,M,35,7,90069,executive/managerial
3395,M,25,7,02134,executive/managerial
3396,M,25,12,15217,programmer
3397,M,25,5,55414,customer service
3398,M,18,20,30033,writer
3399,M,25,4,14623,college/grad student
3400,M,25,14,08742,sales/marketing
3401,M,35,7,76109,executive/managerial
3402,M,35,20,30306,writer
3403,M,35,5,48342,customer service
3404,M,25,8,95380,farmer
3405,M,35,14,92084,sales/marketing
3406,F,25,7,85214,executive/managerial
3407,F,45,5,60050,customer service
3408,M,25,17,14830,technician/engineer
3409,M,25,4,48127,college/grad student
3410,M,35,1,20653,academic/educator
3411,M,18,4,02139,college/grad student
3412,M,25,18,85213,tradesman/craftsman
3413,F,25,17,92084,technician/engineer
3414,M,25,17,75146,technician/engineer
3415,M,35,7,80129,executive/managerial
3416,M,25,12,20850,programmer
3417,F,18,2,14616,artist
3418,F,18,3,22305,clerical/admin
3419,M,45,1,16801,academic/educator
3420,F,25,7,48105,executive/managerial
3421,M,45,7,94501,executive/managerial
3422,M,25,5,43221,customer service
3423,M,25,7,84088,executive/managerial
3424,M,25,6,92111,doctor/health care
3425,M,18,20,48135,writer
3426,M,25,20,90046,writer
3427,M,25,14,78267,sales/marketing
3428,M,45,1,47933,academic/educator
3429,F,25,7,94602,executive/managerial
3430,F,45,1,15208,academic/educator
3431,F,45,6,48867,doctor/health care
3432,M,25,12,27410,programmer
3433,M,18,12,55113,programmer
3434,M,18,4,48867,college/grad student
3435,M,45,1,48867,academic/educator
3436,M,35,0,98503,other or not specified
3437,F,25,0,37203,other or not specified
3438,F,25,0,78735,other or not specified
3439,M,18,17,76116,technician/engineer
3440,M,56,17,32822,technician/engineer
3441,F,25,14,94109,sales/marketing
3442,M,18,12,20878,programmer
3443,F,35,17,48219,technician/engineer
3444,M,50,14,33401,sales/marketing
3445,F,35,20,92009,writer
3446,M,25,7,30620,executive/managerial
3447,M,25,12,94131,programmer
3448,F,18,3,60640,clerical/admin
3449,M,25,14,02142,sales/marketing
3450,M,25,5,78251,customer service
3451,F,25,11,94117,lawyer
3452,M,25,14,07702,sales/marketing
3453,M,35,7,07981,executive/managerial
3454,M,18,0,92122,other or not specified
3455,F,25,0,07701,other or not specified
3456,M,25,17,54401,technician/engineer
3457,M,25,20,19083,writer
3458,M,45,0,02131,other or not specified
3459,M,18,4,76266,college/grad student
3460,M,1,4,10012,college/grad student
3461,M,35,0,95409,other or not specified
3462,F,25,4,73160,college/grad student
3463,M,25,15,80301,scientist
3464,F,25,14,78251,sales/marketing
3465,M,25,14,45383,sales/marketing
3466,M,25,14,94306,sales/marketing
3467,M,25,14,55421,sales/marketing
3468,M,25,20,94546,writer
3469,M,45,17,02176,technician/engineer
3470,M,35,17,49887,technician/engineer
3471,M,18,4,80302,college/grad student
3472,M,25,6,33156,doctor/health care
3473,F,35,16,02472,self-employed
3474,M,35,11,10538,lawyer
3475,M,25,14,33133,sales/marketing
3476,M,50,0,44126,other or not specified
3477,F,50,1,10024,academic/educator
3478,M,25,7,10019,executive/managerial
3479,M,18,4,78626,college/grad student
3480,M,25,0,59405,other or not specified
3481,M,18,4,94122,college/grad student
3482,M,50,17,08043,technician/engineer
3483,F,45,7,30260,executive/managerial
3484,M,18,4,28403,college/grad student
3485,M,25,0,94121,other or not specified
3486,F,18,0,98225,other or not specified
3487,M,18,4,60611,college/grad student
3488,M,45,17,80228,technician/engineer
3489,M,18,4,60201,college/grad student
3490,M,25,0,74136,other or not specified
3491,M,25,16,28542,self-employed
3492,M,35,7,77005,executive/managerial
3493,M,25,17,61350,technician/engineer
3494,M,25,1,28607,academic/educator
3495,M,18,4,94608,college/grad student
3496,M,35,5,92867,customer service
3497,F,35,2,94109,artist
3498,M,25,17,28052,technician/engineer
3499,M,25,3,77006,clerical/admin
3500,M,35,7,20650,executive/managerial
3501,F,35,7,30309,executive/managerial
3502,F,18,7,80503,executive/managerial
3503,M,18,4,59715,college/grad student
3504,M,18,7,02215,executive/managerial
3505,F,25,15,55455,scientist
3506,M,18,12,80503,programmer
3507,M,25,0,02472,other or not specified
3508,M,18,4,02151,college/grad student
3509,M,18,4,02115,college/grad student
3510,F,18,4,02142,college/grad student
3511,M,50,0,88004,other or not specified
3512,M,18,17,02140,technician/engineer
3513,M,25,16,01890,self-employed
3514,M,18,12,30318,programmer
3515,M,35,3,55042,clerical/admin
3516,M,18,4,42101,college/grad student
3517,M,18,12,53713,programmer
3518,F,18,7,11215,executive/managerial
3519,F,25,14,11215,sales/marketing
3520,M,25,0,40515,other or not specified
3521,M,25,0,53213,other or not specified
3522,M,18,0,97469,other or not specified
3523,M,35,7,53404,executive/managerial
3524,F,25,0,83355,other or not specified
3525,F,18,4,02142,college/grad student
3526,M,35,2,62263-3004,artist
3527,M,25,0,53213,other or not specified
3528,M,35,5,41144,customer service
3529,F,45,1,97361,academic/educator
3530,M,25,0,77058,other or not specified
3531,F,25,11,55409,lawyer
3532,F,35,14,10028,sales/marketing
3533,M,25,2,55344,artist
3534,M,35,17,68506,technician/engineer
3535,M,45,18,77630,tradesman/craftsman
3536,M,18,4,57103,college/grad student
3537,M,1,10,97402,K-12 student
3538,M,35,0,40504,other or not specified
3539,F,25,4,77006,college/grad student
3540,M,18,17,57106,technician/engineer
3541,M,25,3,02494,clerical/admin
3542,M,25,15,14803,scientist
3543,M,25,17,60659,technician/engineer
3544,F,25,4,92507,college/grad student
3545,M,35,12,92507,programmer
3546,M,25,20,41706,writer
3547,M,35,16,94108,self-employed
3548,M,45,7,92965,executive/managerial
3549,F,35,7,60137,executive/managerial
3550,M,25,5,55447,customer service
3551,F,56,0,98374,other or not specified
3552,F,35,2,02879,artist
3553,M,35,16,61600,self-employed
3554,M,25,15,15203,scientist
3555,M,56,7,55430,executive/managerial
3556,M,25,17,03038,technician/engineer
3557,M,18,5,48185,customer service
3558,M,18,17,66044,technician/engineer
3559,M,18,4,11364,college/grad student
3560,F,25,6,74105,doctor/health care
3561,M,35,14,63304,sales/marketing
3562,F,25,6,32812,doctor/health care
3563,M,25,2,33133,artist
3564,M,25,11,02169,lawyer
3565,M,25,18,53572,tradesman/craftsman
3566,M,45,0,53818,other or not specified
3567,M,25,14,54915,sales/marketing
3568,M,25,0,98503,other or not specified
3569,F,18,2,48823,artist
3570,M,35,12,19050,programmer
3571,M,18,4,10044,college/grad student
3572,M,35,11,04287,lawyer
3573,M,1,10,48867,K-12 student
3574,F,35,6,33314,doctor/health care
3575,M,25,18,54915,tradesman/craftsman
3576,M,50,7,68046,executive/managerial
3577,F,56,0,00231,other or not specified
3578,M,50,3,96714,clerical/admin
3579,M,18,0,32219,other or not specified
3580,F,18,3,32219,clerical/admin
3581,M,18,1,57382,academic/educator
3582,F,35,0,52405,other or not specified
3583,F,25,9,41075,homemaker
3584,M,18,0,76543,other or not specified
3585,M,35,20,60640,writer
3586,M,35,20,60640,writer
3587,M,35,3,93611,clerical/admin
3588,M,25,2,90068,artist
3589,F,45,0,80010,other or not specified
3590,F,18,15,02115,scientist
3591,M,35,6,96158,doctor/health care
3592,F,56,2,99701,artist
3593,F,25,9,53719,homemaker
3594,M,1,0,02322,other or not specified
3595,M,25,0,85024,other or not specified
3596,F,35,4,19104,college/grad student
3597,M,25,17,55446,technician/engineer
3598,M,56,1,90210,academic/educator
3599,M,25,16,97378,self-employed
3600,M,35,20,94506,writer
3601,F,35,3,95405,clerical/admin
3602,M,25,12,55443,programmer
3603,F,35,7,78704,executive/managerial
3604,F,1,10,02879,K-12 student
3605,M,18,12,60640,programmer
3606,F,25,15,02445,scientist
3607,M,35,17,32506,technician/engineer
3608,F,35,9,02879,homemaker
3609,F,25,17,48239,technician/engineer
3610,M,18,6,30064,doctor/health care
3611,M,25,2,84321,artist
3612,M,25,14,29609,sales/marketing
3613,M,25,0,37205,other or not specified
3614,M,25,0,45458,other or not specified
3615,M,25,17,76028,technician/engineer
3616,M,45,0,33759,other or not specified
3617,M,35,7,49034,executive/managerial
3618,M,56,17,22657,technician/engineer
3619,M,50,16,97116,self-employed
3620,M,25,7,94117,executive/managerial
3621,M,18,4,33023,college/grad student
3622,M,18,1,02446,academic/educator
3623,M,35,11,43209,lawyer
3624,M,25,12,60068,programmer
3625,M,18,10,48439,K-12 student
3626,M,25,17,75075,technician/engineer
3627,F,35,1,85287,academic/educator
3628,M,25,7,78731,executive/managerial
3629,F,50,7,10022,executive/managerial
3630,M,18,4,77005,college/grad student
3631,M,18,4,77005,college/grad student
3632,M,50,11,33881,lawyer
3633,M,35,18,60441,tradesman/craftsman
3634,M,50,1,88001,academic/educator
3635,M,50,1,60062,academic/educator
3636,M,25,0,06708,other or not specified
3637,M,25,6,94127,doctor/health care
3638,M,25,2,90038,artist
3639,M,18,4,78250,college/grad student
3640,M,35,7,02370,executive/managerial
3641,M,25,0,92008,other or not specified
3642,F,25,7,98188,executive/managerial
3643,M,25,17,22302,technician/engineer
3644,F,25,11,53711,lawyer
3645,M,35,17,97232,technician/engineer
3646,M,35,20,98106,writer
3647,M,25,7,80202,executive/managerial
3648,M,18,4,85210,college/grad student
3649,F,25,0,94115,other or not specified
3650,M,25,0,60611,other or not specified
3651,M,25,14,98103,sales/marketing
3652,M,25,12,94608,programmer
3653,M,18,15,96661,scientist
3654,M,25,17,94901,technician/engineer
3655,F,25,7,94121,executive/managerial
3656,F,45,5,34610,customer service
3657,M,18,17,95121,technician/engineer
3658,F,25,7,07090,executive/managerial
3659,M,18,4,29649,college/grad student
3660,M,35,7,15137,executive/managerial
3661,M,35,12,08852,programmer
3662,M,35,16,08753,self-employed
3663,F,35,9,17055,homemaker
3664,F,35,1,94043,academic/educator
3665,M,25,0,95903,other or not specified
3666,M,45,0,68144,other or not specified
3667,F,1,10,10706,K-12 student
3668,F,45,7,33324,executive/managerial
3669,M,25,14,60148,sales/marketing
3670,M,45,14,55123,sales/marketing
3671,M,25,4,98102,college/grad student
3672,M,35,5,08406,customer service
3673,M,25,2,10003,artist
3674,M,25,20,29205,writer
3675,M,35,7,06680,executive/managerial
3676,F,35,12,48109,programmer
3677,F,25,12,06906,programmer
3678,M,25,0,06880,other or not specified
3679,M,25,4,68108,college/grad student
3680,F,25,1,94939,academic/educator
3681,M,25,7,29662,executive/managerial
3682,F,50,1,10706,academic/educator
3683,M,25,2,30606,artist
3684,M,25,17,83713,technician/engineer
3685,M,25,5,55100,customer service
3686,M,25,7,48070,executive/managerial
3687,F,50,1,62221,academic/educator
3688,M,18,6,21202,doctor/health care
3689,M,25,0,80906,other or not specified
3690,M,18,0,63116,other or not specified
3691,M,25,7,21030,executive/managerial
3692,M,35,17,89147,technician/engineer
3693,M,25,15,94062,scientist
3694,M,25,12,28227,programmer
3695,M,25,2,98502,artist
3696,M,35,7,19149,executive/managerial
3697,M,25,15,68516,scientist
3698,M,25,7,53202,executive/managerial
3699,F,56,3,30127,clerical/admin
3700,M,25,14,10021,sales/marketing
3701,M,35,1,92614,academic/educator
3702,M,35,15,53095,scientist
3703,M,18,12,97402,programmer
3704,F,35,0,04255,other or not specified
3705,M,45,7,30076,executive/managerial
3706,M,25,12,46725,programmer
3707,F,18,0,34744,other or not specified
3708,M,56,7,30097,executive/managerial
3709,M,25,12,89502,programmer
3710,M,1,10,02818,K-12 student
3711,M,35,0,32506,other or not specified
3712,M,25,17,60042,technician/engineer
3713,F,25,7,22201,executive/managerial
3714,M,25,17,92111,technician/engineer
3715,M,18,5,55428,customer service
3716,M,18,12,36115,programmer
3717,M,35,17,94533,technician/engineer
3718,M,50,17,07728,technician/engineer
3719,M,25,1,39759,academic/educator
3720,M,45,7,43065,executive/managerial
3721,M,25,15,94065,scientist
3722,M,25,18,80538,tradesman/craftsman
3723,M,25,14,53048,sales/marketing
3724,M,35,6,77083,doctor/health care
3725,M,18,4,32608,college/grad student
3726,M,25,17,92882,technician/engineer
3727,M,35,7,74401,executive/managerial
